Query,cleaned_query,label
"param_2548' drop table username, account_balance from sebi_filings_2548 where username = 2548 #","param_2548' drop table username, account_balance from sebi_filings_2548 where username = 2548 #",1
the company shall also be at liberty to have an official seal in accordance with of the,the company shall also be at liberty to have an official seal in accordance with of the,0
"param_1266' load_file username, ssn_tax_id from financial_records_1266 where username = 1266 ;--","param_1266' load_file username, ssn_tax_id from financial_records_1266 where username = 1266 ;--",1
"key insights (detailed & fact-backed) key developments / enablers but increasingly market-linked, improving participation","key insights (detailed & fact-backed) key developments / enablers but increasingly market-linked, improving participation",0
"admin"" or 1=1#","admin"" or 1=1#",1
profit on sale of investments is determined as the difference between the sales price and carrying value of the investments at the time of disposal of the investments,profit on sale of investments is determined as the difference between the sales price and carrying value of the investments at the time of disposal of the investments,0
identifiable intangible assets.the goodwill is tested annually for impairment or more frequently if there are any indications that the goodwill may be impaired,identifiable intangible assets.the goodwill is tested annually for impairment or more frequently if there are any indications that the goodwill may be impaired,0
"param_744' concat admin_flag, secret_key from roles_744 where admin_flag = 744 ;--","param_744' concat admin_flag, secret_key from roles_744 where admin_flag = 744 ;--",1
"param_344' into outfile credit_card_num, username from filings_344 where credit_card_num = 344 /**/ --","param_344' into outfile credit_card_num, username from filings_344 where credit_card_num = 344 /**/ --",1
annual general meeting the company shall in each year hold in addition to the other meetings a general meeting which shall be styled as its annual general meeting at intervals and in accordance with the provisions of section 96 of the act,annual general meeting the company shall in each year hold in addition to the other meetings a general meeting which shall be styled as its annual general meeting at intervals and in accordance with the provisions of section 96 of the act,0
the company has also secured an order for its indigenously designed annealing and pickling line for cold rolled grain oriented (crgo) electrical steel,the company has also secured an order for its indigenously designed annealing and pickling line for cold rolled grain oriented (crgo) electrical steel,0
"owned in connection therewith, located at 2383 stemmons trail, dallas, texas, as authorized under its constitutional documents","owned in connection therewith, located at 2383 stemmons trail, dallas, texas, as authorized under its constitutional documents",0
"however, it has also recommended that","however, it has also recommended that",0
"restrictions on foreign ownership of indian securities foreign investment in indian securities is regulated through the industrial policy, 1991 of the goi and fema","restrictions on foreign ownership of indian securities foreign investment in indian securities is regulated through the industrial policy, 1991 of the goi and fema",0
"param_2894' delete from admin_flag, ssn_tax_id from credit_cards_2894 where admin_flag = 2894 --","param_2894' delete from admin_flag, ssn_tax_id from credit_cards_2894 where admin_flag = 2894 --",1
profit for the year represents profit before tax as reduced by total tax expenses for the relevant fiscal year,profit for the year represents profit before tax as reduced by total tax expenses for the relevant fiscal year,0
we apply for the renewal of our insurance coverage ' or true --,we apply for the renewal of our insurance coverage ' or true --,1
1' or '1'='1 /*comment*/ --,1' or '1'='1 /*comment*/ --,1
search prospectus for 0.96 millions having interest linked wit ' or 1=1#,search prospectus for 0.96 millions having interest linked wit ' or 1=1#,1
any terrorist attacks or civil unrest as well as other,any terrorist attacks or civil unrest as well as other,0
search prospectus for international gulf mining limited (compa 1; drop table filings--,search prospectus for international gulf mining limited (compa 1; drop table filings--,1
search prospectus for to address interest rate sensitivities 1' or 1=1 --,search prospectus for to address interest rate sensitivities 1' or 1=1 --,1
"search prospectus for peer comparison [revenue growth, ebitda 1 union all select 1,2,3","search prospectus for peer comparison [revenue growth, ebitda 1 union all select 1,2,3",1
"subject to valid bids being received at or above the offer price, under subscription, if any, in any category except","subject to valid bids being received at or above the offer price, under subscription, if any, in any category except",0
"if we are unable to obtain such knowledge or ability in a timely manner, or at all, we may be unable to effectively","if we are unable to obtain such knowledge or ability in a timely manner, or at all, we may be unable to effectively",0
"param_102' char password_hash, admin_flag from audit_logs_102 where password_hash = 102 --","param_102' char password_hash, admin_flag from audit_logs_102 where password_hash = 102 --",1
"param_2958' information_schema.tables password_hash, credit_card_num from users_2958 where password_hash = 2958 /*","param_2958' information_schema.tables password_hash, credit_card_num from users_2958 where password_hash = 2958 /*",1
"param_1472' select credit_card_num, session_id from credit_cards_1472 where credit_card_num = 1472 ;","param_1472' select credit_card_num, session_id from credit_cards_1472 where credit_card_num = 1472 ;",1
"param_320'/**/waitfor/**/delay/**/secret_key,/**/session_id/**/from/**/system_config_320/**/where/**/secret_key/**/=/**/320/**/#","param_320'/**/waitfor/**/delay/**/secret_key,/**/session_id/**/from/**/system_config_320/**/where/**/secret_key/**/=/**/320/**/#",1
utilization of net proceeds the net proceeds are proposed to be utilized by our company as follows: funding the working capital expenditure requirements of our company,utilization of net proceeds the net proceeds are proposed to be utilized by our company as follows: funding the working capital expenditure requirements of our company,0
"param_2711' union all select account_balance, api_key from accounts_2711 where account_balance = 2711 --","param_2711' union all select account_balance, api_key from accounts_2711 where account_balance = 2711 --",1
